mu0,mu1,ps
0.3556999999999998,0.1290000000000001,0.98
0.4515000000000001,0.4776999999999999,0.99
0.3660000000000003,0.31770000000000004,0.2
0.41910000000000047,0.7322,0.05
0.32199999999999995,0.2918000000000005,0.99
0.2706,0.1305999999999998,0.99
0.3355999999999999,0.21709999999999988,0.99
0.4654999999999998,0.5841999999999993,0.99
0.11999999999999993,0.19220000000000004,0.01
0.22300000000000014,0.5352999999999997,0.01
0.20349999999999988,0.15579999999999994,0.01
0.23600000000000004,0.16039999999999988,0.95
0.4146999999999997,0.30049999999999993,0.01
0.4519999999999999,0.5584999999999998,0.97
0.36290000000000006,0.2990000000000003,0.91
0.19069999999999998,0.15190000000000017,0.99
0.06019999999999995,0.08059999999999995,0.07
0.2664000000000003,0.16769999999999996,0.01
0.3948,0.48039999999999977,0.01
0.23530000000000034,0.2558000000000001,0.01
0.10329999999999989,0.02459999999999999,0.99
0.46710000000000057,0.6095999999999999,0.07
0.09570000000000001,0.08310000000000008,0.94
0.1272999999999999,0.18700000000000003,0.01
0.5166000000000007,0.4950999999999998,0.06
0.49990000000000007,0.4812000000000006,0.89
0.20699999999999996,0.3472999999999995,0.98
0.5045000000000004,0.46799999999999997,0.01
0.1393,0.11189999999999996,0.99
0.14920000000000003,0.12360000000000002,0.97
0.1353000000000001,0.21559999999999999,0.07
0.04609999999999995,0.04159999999999994,0.99
0.10999999999999995,0.06339999999999993,0.99
0.05569999999999998,0.023199999999999988,0.99
0.05019999999999994,0.020700000000000003,0.98
0.27370000000000005,0.19810000000000003,0.99
0.2058,0.22829999999999992,0.99
0.1242000000000001,0.1032,0.04
0.16449999999999984,0.1989,0.01
0.13009999999999994,0.07089999999999994,0.97
0.04049999999999998,0.061700000000000005,0.95
0.3921,0.3986000000000003,0.92
0.40479999999999966,0.6493000000000008,0.97
0.061599999999999974,0.07459999999999992,0.94
0.08239999999999992,0.08799999999999994,0.99
0.19549999999999998,0.28250000000000003,0.01
0.45440000000000036,0.49290000000000006,0.01
0.3080000000000001,0.05659999999999993,0.98
0.3229999999999999,0.1669000000000002,0.99
0.3659000000000001,0.5449999999999999,0.01
0.13880000000000015,0.09879999999999999,0.06
0.7306999999999999,0.5544999999999999,0.04
0.26489999999999997,0.35569999999999946,0.99
0.8167999999999997,0.7784999999999997,0.9
0.11820000000000004,0.06999999999999992,0.97
0.5053000000000001,0.46760000000000057,0.99
0.10299999999999992,0.11540000000000009,0.98
0.44679999999999986,0.4158000000000001,0.96
0.18899999999999995,0.2841,0.02
0.17099999999999999,0.1979,0.99
0.36810000000000004,0.6366999999999995,0.99
0.30019999999999986,0.40800000000000003,0.01
0.03579999999999992,0.13429999999999995,0.02
0.26530000000000015,0.2687,0.02
0.38900000000000007,0.4769000000000002,0.88
0.6083000000000001,0.5355999999999995,0.94
0.3433,0.17990000000000006,0.99
0.3218000000000003,0.34929999999999994,0.01
0.10729999999999996,0.11969999999999986,0.93
0.10530000000000005,0.10009999999999994,0.97
0.4573,0.36320000000000013,0.78
0.24830000000000016,0.14029999999999995,0.99
0.07600000000000003,0.0761,0.03
0.07389999999999997,0.034600000000000006,0.99
0.6518000000000006,0.4067000000000002,0.02
0.23389999999999966,0.3733000000000001,0.01
0.18429999999999994,0.20949999999999996,0.01
0.44110000000000016,0.3940999999999997,0.95
0.04119999999999997,0.026800000000000015,0.99
0.06039999999999998,0.043599999999999965,0.82
0.5789000000000006,0.5074999999999998,0.02
0.1543,0.10669999999999988,0.93
0.07569999999999986,0.0831,0.05
0.14849999999999988,0.056299999999999996,0.98
0.2491,0.13780000000000017,0.98
0.04479999999999995,0.103,0.01
0.08429999999999994,0.08859999999999989,0.99
0.291,0.39019999999999966,0.99
0.353,0.2526,0.01
0.32940000000000047,0.4472000000000002,0.01
0.14119999999999996,0.04719999999999997,0.98
0.7788000000000004,0.9534000000000001,0.99
0.6045000000000005,0.5311999999999998,0.02
0.5442,0.4463,0.98
0.28119999999999995,0.08859999999999996,0.99
0.35369999999999996,0.18999999999999978,0.93
0.3576000000000005,0.38109999999999994,0.09
0.18440000000000004,0.17570000000000005,0.01
0.25169999999999976,0.40299999999999975,0.08
0.054199999999999936,0.05889999999999992,0.97
0.10279999999999986,0.06959999999999997,0.13
0.24650000000000008,0.3476000000000002,0.96
0.2741999999999998,0.2749999999999999,0.01
0.08219999999999988,0.09249999999999999,0.02
0.08129999999999994,0.0928,0.01
0.4765999999999999,0.5228999999999997,0.99
0.23749999999999996,0.15850000000000009,0.88
0.057300000000000004,0.13790000000000002,0.03
0.035799999999999985,0.014900000000000009,0.94
0.2978999999999996,0.3620000000000001,0.03
0.6738999999999997,0.8447999999999997,0.06
0.1589000000000002,0.06539999999999994,0.01
0.17879999999999993,0.13110000000000022,0.99
0.058499999999999955,0.04909999999999994,0.99
0.15589999999999996,0.17899999999999994,0.81
0.10430000000000002,0.16740000000000002,0.06
0.2955999999999998,0.415,0.01
0.07700000000000007,0.1821,0.01
0.09999999999999998,0.10219999999999999,0.97
0.22829999999999998,0.2465999999999998,0.99
0.1892,0.10390000000000006,0.96
0.1715,0.15169999999999992,0.95
0.22770000000000004,0.21989999999999982,0.97
0.05139999999999999,0.08689999999999998,0.05
0.0345,0.07789999999999998,0.08
0.6558000000000006,0.2858000000000001,0.01
0.2869999999999999,0.4852999999999997,0.98
0.8415999999999998,0.7360000000000002,0.09
0.04679999999999995,0.09479999999999997,0.01
0.08009999999999992,0.1137,0.08
0.10880000000000001,0.06930000000000006,0.96
0.17310000000000003,0.10779999999999984,0.95
0.5902000000000005,0.5015,0.04
0.37970000000000004,0.2831999999999999,0.99
0.07180000000000003,0.06699999999999996,0.02
0.05290000000000001,0.12509999999999993,0.17
0.37049999999999983,0.3132,0.97
0.44580000000000064,0.5941999999999998,0.01
0.6875999999999999,0.4980000000000004,0.98
0.3068,0.3403000000000001,0.99
0.07979999999999988,0.171,0.05
0.3870000000000001,0.3697999999999999,0.99
0.2579000000000003,0.2240000000000001,0.05
0.6133000000000001,0.49180000000000035,0.99
0.32650000000000007,0.23179999999999992,0.99
0.3610999999999997,0.24159999999999965,0.91
0.1092,0.06409999999999993,0.97
0.04109999999999998,0.030100000000000002,0.99
0.6100999999999998,0.5306000000000002,0.86
0.023999999999999973,0.03929999999999998,0.12
0.09059999999999997,0.12899999999999998,0.06
0.2899000000000001,0.06820000000000004,0.95
0.2266999999999998,0.21059999999999995,0.01
0.27959999999999985,0.3561000000000002,0.99
0.047999999999999945,0.0993,0.03
0.0544,0.107,0.04
0.22159999999999985,0.16720000000000007,0.97
0.04679999999999996,0.03590000000000002,0.99
0.5131999999999999,0.5936999999999992,0.99
0.10889999999999998,0.05189999999999992,0.95
0.03549999999999997,0.02099999999999999,0.99
0.26660000000000034,0.3165,0.04
0.026699999999999967,0.047399999999999956,0.06
0.3337,0.4278000000000003,0.99
0.23249999999999993,0.17970000000000005,0.99
0.7515999999999994,0.4467999999999998,0.01
0.0529,0.046799999999999925,0.99
0.06529999999999996,0.10600000000000007,0.99
0.03590000000000001,0.0996,0.01
0.12020000000000015,0.07749999999999999,0.01
0.32630000000000026,0.4573,0.16
0.48250000000000015,0.3911000000000005,0.99
0.08789999999999995,0.09779999999999996,0.99
0.18730000000000008,0.18679999999999997,0.01
0.2366,0.1696000000000001,0.98
0.14339999999999994,0.09539999999999997,0.09
0.07590000000000004,0.17929999999999993,0.01
0.03789999999999998,0.029799999999999955,0.97
0.10189999999999998,0.06439999999999993,0.97
0.27730000000000005,0.46790000000000015,0.99
0.14739999999999986,0.05999999999999997,0.03
0.7237000000000003,0.7869999999999994,0.95
0.12019999999999995,0.14009999999999997,0.04
0.2721999999999999,0.1261999999999999,0.86
0.09630000000000002,0.22830000000000003,0.02
0.11429999999999986,0.1501,0.01
0.2823000000000003,0.3185,0.01
0.8872,0.8079,0.08
0.3489999999999999,0.7521000000000001,0.01
0.16089999999999985,0.17229999999999993,0.01
0.09859999999999997,0.10449999999999986,0.9
0.059199999999999954,0.058999999999999976,0.04
0.40980000000000016,0.19679999999999992,0.93
0.41700000000000004,0.32229999999999975,0.99
0.2734,0.2005999999999998,0.99
0.21970000000000023,0.19890000000000008,0.01
0.14079999999999993,0.17779999999999987,0.99
0.17490000000000006,0.09949999999999996,0.99
0.45659999999999995,0.6551999999999992,0.98
0.42909999999999954,0.27469999999999994,0.02
0.21820000000000006,0.12519999999999987,0.98
0.15049999999999988,0.14449999999999993,0.01
0.1296000000000001,0.12979999999999997,0.08
0.6115999999999989,0.4923,0.01
0.3012000000000003,0.1802,0.05
0.21740000000000015,0.2591999999999999,0.05
0.6947,0.6511999999999993,0.97
0.5265000000000005,0.28249999999999986,0.02
0.1988999999999999,0.15280000000000016,0.91
0.04209999999999997,0.029000000000000012,0.99
0.6934000000000005,0.7637000000000007,0.99
0.34979999999999994,0.26870000000000027,0.94
0.23860000000000015,0.31220000000000003,0.06
0.3445,0.22410000000000024,0.99
0.11609999999999994,0.10140000000000005,0.96
0.20519999999999985,0.10829999999999991,0.07
0.16879999999999998,0.04739999999999998,0.96
0.20759999999999987,0.1302000000000001,0.87
0.8379999999999995,0.8336000000000001,0.14
0.08200000000000002,0.14709999999999998,0.08
0.4689999999999999,0.42680000000000023,0.99
0.0431,0.07829999999999998,0.01
0.4985,0.4517000000000004,0.99
0.08919999999999988,0.07959999999999998,0.01
0.07509999999999996,0.13839999999999997,0.98
0.11380000000000007,0.27929999999999994,0.01
0.5173000000000005,0.5960999999999997,0.07
0.2461999999999999,0.3094000000000002,0.92
0.01740000000000001,0.10729999999999999,0.03
0.11880000000000003,0.12239999999999997,0.95
0.15790000000000012,0.12860000000000005,0.01
0.6278,0.5242999999999994,0.97
0.23229999999999984,0.2295000000000001,0.02
0.3961999999999999,0.46480000000000005,0.1
0.0336,0.06609999999999996,0.06
0.3469999999999998,0.7208999999999998,0.01
0.5781000000000001,0.7117999999999998,0.99
0.3197999999999999,0.2825000000000001,0.96
0.11699999999999995,0.11259999999999983,0.95
0.16620000000000013,0.07189999999999996,0.05
0.21230000000000007,0.15319999999999998,0.06
0.09579999999999986,0.09879999999999999,0.01
0.1616,0.14680000000000024,0.99
0.6708000000000007,0.5965999999999998,0.01
0.09749999999999998,0.13660000000000014,0.99
0.0858,0.12450000000000014,0.87
0.3673,0.5787000000000004,0.99
0.35619999999999996,0.5830999999999993,0.98
0.7036000000000001,0.9589,0.99
0.46250000000000013,0.48179999999999956,0.99
0.10809999999999992,0.16579999999999998,0.05
0.36870000000000014,0.2809000000000003,0.99
0.7093000000000008,0.7031000000000001,0.04
0.47120000000000006,0.42090000000000033,0.99
0.11989999999999998,0.08710000000000002,0.99
0.48840000000000006,0.5988999999999993,0.99
0.2816,0.3151000000000004,0.99
0.07650000000000005,0.13229999999999997,0.01
0.16250000000000012,0.39470000000000033,0.01
0.24189999999999995,0.20629999999999982,0.97
0.09259999999999995,0.09639999999999986,0.99
0.2329,0.17300000000000007,0.99
0.5393999999999995,0.5452000000000001,0.96
0.0823,0.043100000000000006,0.95
0.06810000000000002,0.11569999999999993,0.02
0.23999999999999988,0.4410000000000004,0.01
0.5325000000000005,0.45089999999999997,0.01
0.3057999999999998,0.18409999999999993,0.02
0.09459999999999998,0.14869999999999997,0.97
0.25739999999999996,0.307,0.01
0.2980000000000004,0.2886000000000001,0.01
0.15539999999999995,0.07099999999999991,0.99
0.052000000000000005,0.11810000000000005,0.01
0.08259999999999998,0.1201,0.05
0.28080000000000005,0.28030000000000027,0.99
0.39280000000000015,0.3085999999999995,0.99
0.1237000000000001,0.08069999999999998,0.06
0.4266000000000002,0.21070000000000014,0.99
0.07559999999999995,0.026700000000000012,0.98
0.5805000000000003,0.6872000000000007,0.99
0.07589999999999986,0.09449999999999997,0.01
0.036099999999999965,0.044400000000000016,0.97
0.14889999999999995,0.15249999999999997,0.04
0.038499999999999986,0.02370000000000001,0.99
0.09750000000000002,0.1450999999999999,0.03
0.04649999999999998,0.11579999999999996,0.04
0.44729999999999975,0.5105000000000002,0.01
0.08139999999999999,0.13129999999999997,0.87
0.3006999999999999,0.24949999999999978,0.99
0.10939999999999996,0.11230000000000002,0.06
0.2461000000000002,0.19270000000000007,0.01
0.5263,0.7935999999999992,0.93
0.7237999999999998,0.5330000000000006,0.9
0.2607,0.23210000000000025,0.97
0.15230000000000007,0.14729999999999993,0.1
0.12469999999999999,0.12270000000000009,0.99
0.1410000000000001,0.1466,0.06
0.131,0.09760000000000003,0.97
0.5734999999999996,0.4490000000000001,0.08
0.07770000000000005,0.08859999999999997,0.05
0.0923,0.24940000000000023,0.83
0.0762999999999999,0.10430000000000003,0.01
0.3328000000000001,0.3093000000000002,0.97
0.01920000000000001,0.031199999999999985,0.05
0.03880000000000001,0.10419999999999999,0.06
0.5796999999999993,0.45240000000000014,0.01
0.44899999999999957,0.6481,0.04
0.4762000000000001,0.7198999999999998,0.02
0.6181999999999993,0.6612,0.01
0.3529999999999999,0.2889999999999998,0.97
0.06159999999999997,0.0873,0.97
0.06249999999999999,0.07760000000000003,0.99
0.0638999999999999,0.10249999999999997,0.01
0.8531,0.7172999999999997,0.02
0.2538999999999999,0.22369999999999998,0.99
0.3299,0.19039999999999987,0.95
0.08789999999999998,0.11229999999999993,0.92
0.11369999999999986,0.15879999999999997,0.02
0.11859999999999996,0.1698999999999998,0.93
0.5770000000000005,0.5986999999999998,0.01
0.04349999999999996,0.12059999999999998,0.01
0.04399999999999995,0.029999999999999995,0.99
0.27220000000000005,0.31569999999999976,0.94
0.4237000000000004,0.3086,0.01
0.31930000000000014,0.522,0.07
0.04739999999999995,0.03290000000000001,0.97
0.17270000000000002,0.16140000000000007,0.91
0.24340000000000014,0.42129999999999995,0.03
0.05789999999999994,0.040199999999999944,0.98
0.6659999999999999,0.6853999999999997,0.99
0.2838,0.42670000000000013,0.99
0.2160999999999997,0.3279999999999999,0.03
0.13649999999999995,0.11109999999999999,0.99
0.4519999999999997,0.4260000000000001,0.09
0.43010000000000004,0.7598000000000006,0.99
0.07169999999999999,0.04529999999999998,0.8
0.6043000000000004,0.8967,0.99
0.1032999999999999,0.2379,0.01
0.16029999999999997,0.20269999999999974,0.99
0.07709999999999989,0.14619999999999997,0.01
0.523,0.6901999999999999,0.99
0.23119999999999968,0.2568000000000001,0.06
0.042499999999999975,0.0561,0.01
0.32480000000000003,0.1460999999999999,0.98
0.1924,0.12139999999999981,0.91
0.9594,0.8308,0.04
0.35149999999999987,0.37419999999999987,0.92
0.2086000000000001,0.25280000000000014,0.99
0.17920000000000014,0.25879999999999986,0.04
0.05809999999999995,0.04059999999999993,0.99
0.11279999999999983,0.23739999999999994,0.06
0.9463000000000001,0.8046000000000005,0.1
0.29099999999999987,0.3598000000000001,0.99
0.6330999999999993,0.6503,0.01
0.4069,0.47869999999999957,0.97
0.1764,0.3263999999999996,0.99
0.7244000000000004,0.9211000000000013,0.99
0.3131,0.35579999999999984,0.99
0.7859000000000002,0.8934000000000001,0.96
0.4270999999999998,0.2361000000000004,0.99
0.2206,0.10449999999999988,0.91
0.12139999999999995,0.11530000000000001,0.99
0.10970000000000005,0.168,0.08
0.4949000000000002,0.36529999999999996,0.95
0.3390999999999999,0.4904000000000004,0.95
0.09629999999999996,0.041299999999999955,0.06
0.23550000000000013,0.441,0.01
0.10549999999999995,0.11559999999999984,0.99
0.03689999999999995,0.047799999999999974,0.13
0.03270000000000001,0.04429999999999997,0.03
0.1228000000000001,0.14629999999999999,0.02
0.1916,0.2882999999999995,0.98
0.23480000000000004,0.12599999999999992,0.9
0.3776000000000002,0.7199,0.02
0.6083999999999999,0.4415000000000001,0.98
0.09629999999999989,0.14420000000000002,0.04
0.2675999999999996,0.3903000000000001,0.01
0.22890000000000008,0.5228999999999995,0.97
0.21629999999999977,0.41440000000000027,0.01
0.09179999999999994,0.10879999999999992,0.99
0.24590000000000006,0.12490000000000016,0.98
0.0535,0.15589999999999996,0.01
0.5193000000000001,0.12909999999999996,0.01
0.09969999999999983,0.16539999999999996,0.05
0.11330000000000001,0.16000000000000011,0.94
0.07930000000000006,0.16539999999999996,0.01
0.06180000000000001,0.11670000000000005,0.01
0.26209999999999983,0.2353000000000001,0.01
0.07869999999999988,0.1368,0.04
0.37810000000000005,0.18889999999999987,0.04
0.07520000000000002,0.08250000000000003,0.99
0.12990000000000013,0.07549999999999998,0.1
0.12930000000000003,0.18139999999999992,0.05
0.09199999999999985,0.10420000000000001,0.11
0.3079000000000001,0.2813999999999997,0.96
0.12050000000000008,0.13909999999999997,0.01
0.06639999999999989,0.11569999999999987,0.05
0.03309999999999995,0.07119999999999999,0.02
0.07029999999999993,0.05159999999999993,0.95
0.1638,0.13050000000000012,0.89
0.12969999999999982,0.19299999999999995,0.01
0.8672999999999998,0.7969000000000013,0.95
0.17130000000000006,0.19210000000000005,0.01
0.07259999999999991,0.16049999999999995,0.03
0.15470000000000014,0.31340000000000007,0.01
0.03869999999999998,0.02220000000000001,0.99
0.12610000000000002,0.11319999999999993,0.9
0.01790000000000001,0.055899999999999964,0.02
0.06559999999999999,0.0482,0.97
0.16229999999999997,0.1915999999999998,0.93
0.1069,0.12490000000000007,0.97
0.5723000000000004,0.6714999999999995,0.03
0.21689999999999987,0.2231,0.01
0.2318,0.23629999999999993,0.97
0.04099999999999998,0.022200000000000015,0.99
0.15289999999999992,0.16150000000000003,0.06
0.2354999999999997,0.28389999999999993,0.01
0.7585000000000006,0.7710999999999999,0.01
0.1410000000000001,0.14589999999999992,0.01
0.07209999999999991,0.5034999999999994,0.99
0.05609999999999992,0.1238,0.02
0.8925000000000003,0.9276999999999999,0.84
0.3798,0.3718000000000001,0.05
0.25450000000000006,0.4536000000000005,0.9
0.13779999999999995,0.2663999999999999,0.99
0.11519999999999994,0.12579999999999988,0.95
0.07119999999999994,0.05599999999999993,0.93
0.10259999999999998,0.07219999999999989,0.9
0.1281,0.13180000000000008,0.92
0.05049999999999999,0.07669999999999999,0.07
0.2039,0.15129999999999993,0.12
0.07319999999999996,0.042,0.99
0.15749999999999992,0.12289999999999995,0.99
0.05830000000000004,0.09249999999999999,0.01
0.3052000000000001,0.21920000000000026,0.96
0.11020000000000009,0.17509999999999998,0.15
0.06240000000000001,0.10259999999999994,0.06
0.8220000000000007,0.6838999999999997,0.02
0.7633999999999993,0.5573000000000001,0.08
0.29910000000000014,0.35620000000000007,0.06
0.1926999999999999,0.2077,0.03
0.04139999999999998,0.05429999999999993,0.99
0.18380000000000013,0.3703000000000001,0.01
0.0756,0.07789999999999996,0.14
0.08259999999999995,0.18579999999999994,0.01
0.0667,0.06919999999999991,0.06
0.40300000000000025,0.17770000000000002,0.01
0.4045,0.6539999999999998,0.97
0.3131999999999998,0.27249999999999996,0.03
0.03280000000000001,0.07879999999999994,0.05
0.1445,0.056300000000000024,0.89
0.08120000000000002,0.1838999999999999,0.01
0.32010000000000005,0.18749999999999992,0.89
0.7451000000000003,0.5220000000000001,0.08
0.46129999999999943,0.29810000000000003,0.04
0.33849999999999997,0.2723,0.01
0.1012,0.0321,0.97
0.7264000000000007,0.3944,0.08
0.2740000000000002,0.2728999999999999,0.01
0.4107999999999999,0.2690999999999999,0.99
0.09469999999999994,0.06219999999999999,0.86
0.29540000000000005,0.23199999999999973,0.92
0.2305999999999999,0.15549999999999994,0.07
0.15419999999999992,0.29449999999999976,0.99
0.05229999999999996,0.029900000000000006,0.98
0.3843999999999999,0.3090999999999995,0.97
0.12860000000000013,0.13689999999999994,0.03
0.12310000000000004,0.09529999999999994,0.01
0.4492999999999999,0.6718000000000001,0.99
0.49780000000000013,0.4241999999999997,0.99
0.35010000000000013,0.2996000000000003,0.99
0.5585999999999993,0.5033999999999998,0.07
0.3361999999999999,0.24200000000000008,0.99
0.3304000000000001,0.41950000000000004,0.04
0.3337000000000004,0.13819999999999993,0.02
0.4739000000000001,0.3828999999999998,0.97
0.056199999999999944,0.0416,0.99
0.2645000000000001,0.1667999999999998,0.99
0.16229999999999994,0.14739999999999992,0.99
0.3032999999999996,0.251,0.04
0.2088000000000002,0.21339999999999995,0.01
0.5869000000000001,0.553399999999999,0.99
0.11739999999999995,0.08470000000000008,0.98
0.15009999999999996,0.17689999999999984,0.99
0.3924,0.21289999999999998,0.99
0.17019999999999996,0.18129999999999985,0.99
0.07900000000000007,0.1589,0.02
0.0655,0.08509999999999994,0.1
0.1793,0.15829999999999994,0.04
0.42229999999999973,0.33409999999999995,0.01
0.22890000000000008,0.1526000000000001,0.84
0.06159999999999992,0.10520000000000002,0.11
0.3847999999999996,0.41359999999999997,0.01
0.385,0.1499999999999998,0.94
0.16830000000000006,0.1604000000000002,0.99
0.40820000000000023,0.27510000000000023,0.99
0.13439999999999994,0.16869999999999977,0.98
0.1272999999999999,0.16069999999999993,0.05
0.20320000000000008,0.17710000000000012,0.99
0.7286999999999996,0.4820999999999996,0.92
0.27239999999999964,0.4227000000000001,0.02
0.15569999999999987,0.09960000000000001,0.05
0.5721000000000006,0.5919000000000001,0.01
0.1476,0.0913000000000001,0.99
0.08859999999999996,0.06879999999999999,0.94
0.3019,0.3522,0.99
0.38850000000000007,0.2303,0.01
0.15950000000000006,0.11810000000000011,0.99
0.07569999999999996,0.07219999999999993,0.92
0.17419999999999994,0.2017,0.01
0.6631000000000006,0.4911000000000001,0.01
0.2880999999999998,0.2882999999999998,0.96
0.09199999999999996,0.07010000000000004,0.84
0.2628000000000001,0.28789999999999955,0.99
0.35649999999999976,0.22879999999999992,0.98
0.37180000000000013,0.4129,0.01
0.6481999999999999,0.49350000000000066,0.95
0.042099999999999964,0.035199999999999954,0.94
0.7954999999999999,0.9257999999999998,0.99
0.11619999999999994,0.1494999999999998,0.99
0.5610999999999996,0.5880999999999998,0.03
0.10129999999999997,0.07559999999999989,0.94
0.05349999999999997,0.03869999999999993,0.92
0.057299999999999976,0.034799999999999956,0.91
0.8169000000000003,0.5262999999999998,0.08
0.09419999999999991,0.09379999999999995,0.03
0.04649999999999998,0.03619999999999995,0.99
0.8879000000000004,0.6730999999999999,0.08
0.2368000000000001,0.3268,0.14
0.2808,0.1744000000000001,0.94
0.6328999999999992,0.2969000000000001,0.07
0.36180000000000034,0.40950000000000003,0.01
0.525,0.46750000000000014,0.01
0.3775,0.3632000000000001,0.91
0.19340000000000004,0.19860000000000022,0.99
0.05879999999999993,0.0851,0.01
0.26710000000000006,0.24239999999999987,0.99
0.18489999999999998,0.15879999999999994,0.89
0.1187999999999999,0.11050000000000004,0.89
0.15859999999999988,0.16589999999999994,0.97
0.08169999999999994,0.08480000000000007,0.94
0.11539999999999993,0.1330000000000001,0.91
0.4261000000000004,0.2433,0.01
0.2457999999999998,0.26910000000000006,0.01
0.1374999999999999,0.11969999999999986,0.92
0.8922999999999999,0.7969000000000002,0.01
0.08259999999999998,0.11750000000000002,0.01
0.12319999999999993,0.061500000000000006,0.94
0.1967,0.10309999999999998,0.07
0.2415999999999998,0.25689999999999985,0.02
0.0701,0.044599999999999945,0.94
0.3817000000000001,0.5152000000000005,0.99
0.31340000000000007,0.1500000000000002,0.95
