15,4,3,2,0,1,0,1,1,1,4,4,4,2,4,2,0,1
18,2,1,2,0,0,1,1,1,0,5,3,3,1,2,1,2,1
15,1,1,2,0,0,1,0,0,0,4,2,1,1,2,2,0,1
16,4,4,1,0,0,1,0,1,0,4,1,2,2,5,5,0,0
19,1,1,2,1,0,1,0,1,1,1,1,4,4,1,1,12,1
18,2,2,3,0,0,0,0,1,1,5,4,5,1,4,3,0,1
19,1,1,2,2,0,1,0,1,1,5,3,4,1,1,4,2,1
16,3,3,2,0,1,1,1,1,0,4,3,3,2,4,5,4,1
17,2,2,1,1,0,1,0,1,0,4,4,5,1,2,5,0,0
16,1,2,1,0,0,0,0,1,0,5,3,5,1,2,5,4,1
15,4,3,2,0,0,1,1,1,0,4,3,2,1,1,1,0,1
16,4,4,3,0,0,1,1,1,1,2,4,3,1,1,5,4,0
15,4,2,2,0,0,1,0,1,0,4,3,3,1,1,5,0,1
17,2,2,3,0,0,1,1,1,0,3,3,2,2,2,3,0,1
18,1,1,2,1,0,0,0,0,0,4,4,2,1,2,2,2,1
18,4,3,3,0,0,1,0,1,1,5,4,5,2,3,5,0,0
17,3,3,2,0,0,1,0,1,1,3,3,3,1,3,3,10,1
15,2,2,4,0,0,1,1,1,0,4,3,4,1,1,4,2,0
17,3,1,2,0,0,0,1,1,1,5,4,4,3,4,5,0,0
18,4,2,2,0,0,1,1,1,1,5,4,5,1,3,5,4,0
17,3,2,2,0,0,0,0,1,0,4,4,4,1,3,1,2,1
15,4,2,4,0,0,0,0,1,0,3,3,3,1,1,3,0,0
17,1,1,1,0,0,1,1,1,1,3,5,5,2,2,4,3,1
15,4,2,2,0,0,1,0,0,0,4,3,3,2,2,5,4,0
19,1,1,3,1,0,0,1,0,1,5,3,1,1,1,3,6,1
19,3,2,1,0,0,1,0,0,1,5,3,4,2,2,5,0,0
16,2,2,2,0,0,0,1,1,0,3,4,4,1,4,5,0,1
18,2,2,2,1,0,1,1,1,0,2,3,3,1,2,4,3,1
19,1,1,2,3,0,1,1,0,1,3,5,4,1,4,1,0,1
15,4,4,2,0,0,1,1,0,0,4,4,3,1,1,2,4,0
16,2,2,2,0,0,0,0,1,0,4,4,4,1,1,3,0,0
17,2,2,1,0,0,0,0,1,0,4,4,4,2,3,4,8,0
17,1,4,1,1,0,1,0,1,0,5,5,4,1,1,5,14,1
16,2,1,2,0,0,0,0,1,1,4,2,2,1,4,5,2,0
16,4,4,3,0,0,1,1,1,0,3,2,3,1,2,2,10,1
18,1,2,1,0,0,0,0,1,0,3,4,4,2,4,4,10,0
15,3,4,2,0,0,1,1,1,0,5,4,4,1,1,1,0,0
16,1,2,1,0,0,1,1,1,1,3,3,3,1,2,3,0,0
15,4,0,4,0,0,0,1,1,0,3,4,3,1,1,1,0,0
18,4,3,1,0,0,1,0,1,0,3,2,4,1,4,1,8,1
18,3,3,1,1,0,0,0,1,0,4,1,1,1,1,3,14,1
17,3,1,2,0,0,1,1,1,0,4,5,4,2,3,1,10,1
18,3,2,3,0,0,1,1,1,1,4,3,3,5,1,5,10,1
18,4,3,1,0,0,1,0,1,0,5,4,4,3,4,2,8,1
19,4,2,2,0,0,1,1,1,1,5,4,4,1,1,1,9,0
18,3,2,1,0,0,0,0,1,0,4,4,5,2,4,5,8,0
17,4,4,1,0,0,0,1,1,0,5,3,4,1,2,5,2,1
15,4,3,2,0,0,0,0,1,0,4,4,1,1,1,1,0,0
18,1,1,2,0,0,1,1,0,0,4,3,3,1,4,5,6,0
18,2,1,2,0,1,1,1,1,1,4,3,2,4,5,3,2,0
17,1,1,2,0,0,1,0,0,0,4,4,4,1,3,1,0,1
16,4,4,2,0,0,1,1,1,0,5,4,4,1,2,5,6,0
17,3,1,4,0,0,1,0,0,0,3,1,2,1,1,3,0,1
16,2,2,1,0,0,1,1,1,0,2,3,3,2,2,2,4,0
16,4,4,2,0,0,0,1,1,1,4,3,3,2,3,2,0,1
19,1,1,1,1,0,0,0,0,0,5,5,5,2,3,2,0,1
16,2,2,2,0,0,0,1,0,1,5,4,3,1,1,1,0,1
16,2,1,1,0,0,1,1,1,0,2,4,3,2,3,4,4,0
15,4,4,2,0,0,1,1,0,0,3,2,2,1,1,5,8,0
17,3,3,4,1,0,1,1,0,0,5,4,5,3,4,5,0,0
15,4,4,1,0,0,1,1,1,0,4,3,3,1,3,5,0,0
17,4,4,1,3,0,0,1,1,1,3,3,3,1,3,5,2,0
16,3,1,1,0,0,0,1,0,0,5,3,2,2,2,5,0,0
15,4,4,3,0,0,1,1,1,1,4,3,3,1,1,5,4,1
17,1,1,1,1,0,1,0,1,1,5,2,1,1,2,1,0,1
18,2,3,4,0,0,1,1,1,1,4,5,5,1,3,2,10,1
19,1,1,1,0,0,1,0,0,0,1,4,4,1,1,5,0,1
17,1,1,2,0,0,0,1,1,0,5,3,3,1,1,3,0,1
16,2,3,2,0,0,1,1,1,0,3,3,3,1,1,2,0,1
17,2,1,2,0,0,1,1,1,0,4,3,5,2,4,4,4,1
17,3,4,3,1,0,1,0,1,1,4,4,3,3,4,5,14,1
17,3,3,3,0,0,0,1,0,0,3,2,3,1,1,4,2,1
17,2,2,2,0,0,1,1,1,0,4,5,2,1,1,1,0,0
16,1,1,1,0,0,0,1,1,1,4,2,2,4,3,2,0,1
16,1,1,1,0,0,0,0,1,0,3,4,4,3,3,1,4,1
15,4,3,2,0,0,1,0,1,0,5,4,3,1,2,3,0,0
15,4,3,3,0,0,1,1,1,0,5,4,3,1,1,4,0,0
18,2,2,3,0,0,0,0,1,1,4,2,1,1,1,4,5,1
18,4,2,2,0,0,1,1,1,0,4,2,2,1,1,3,0,1
19,3,2,1,0,0,1,0,1,1,4,5,4,1,1,4,6,0
17,4,2,2,0,1,1,1,1,0,5,5,5,1,3,5,0,1
17,1,1,3,0,0,0,0,1,1,4,3,3,1,1,1,2,0
17,2,2,1,0,0,1,0,1,0,5,3,2,1,2,3,21,1
16,2,3,3,0,0,1,0,1,1,3,2,3,2,2,1,4,0
15,3,4,2,0,0,1,1,1,0,5,5,1,1,1,5,0,0
18,3,2,3,2,0,1,0,0,1,3,3,2,1,1,2,6,1
18,2,2,4,0,0,0,1,0,0,4,4,4,1,1,4,6,1
17,3,3,2,0,0,1,1,1,1,5,3,3,2,3,1,32,1
16,1,1,2,0,0,1,0,1,0,3,4,2,1,1,5,2,0
17,2,2,1,1,0,1,0,1,0,3,1,2,1,1,1,8,1
16,1,2,2,0,0,0,0,0,0,4,3,3,1,1,5,0,0
17,0,1,1,0,0,0,1,0,0,2,4,4,3,5,5,5,1
17,3,2,4,0,0,1,1,1,0,5,2,2,1,2,5,0,1
16,2,1,1,0,0,1,0,1,1,5,4,3,1,1,5,2,1
17,1,2,1,1,0,1,1,1,1,5,3,5,5,5,1,12,0
17,1,1,2,0,0,0,0,1,0,4,3,3,1,2,4,0,0
18,3,3,2,0,0,0,1,1,0,5,3,4,1,1,4,8,1
18,1,1,1,3,0,1,1,0,0,5,2,5,1,5,4,6,1
16,1,1,1,0,0,1,0,0,0,4,3,2,1,4,5,2,1
16,3,3,3,0,0,1,0,1,1,4,3,3,1,3,4,2,1
17,4,4,2,0,1,1,1,1,1,4,5,5,1,3,2,0,0
15,2,1,3,0,0,1,1,1,0,5,2,2,1,1,4,0,1
17,2,2,2,0,0,1,1,0,0,5,3,2,1,1,1,0,1
18,4,3,2,0,0,1,0,1,0,4,3,2,1,1,3,2,0
20,3,3,2,1,0,0,1,1,1,3,3,4,2,4,3,8,1
17,4,3,3,0,0,1,0,1,0,4,2,2,1,2,3,0,1
17,3,2,2,0,0,1,0,1,0,4,3,3,2,3,2,0,1
16,2,1,2,0,0,0,0,1,1,3,2,2,1,1,3,0,1
17,2,1,1,3,1,1,1,1,0,4,5,1,1,1,3,0,0
20,1,1,1,1,0,1,0,1,1,4,4,3,2,4,4,12,0
15,3,3,3,0,0,1,1,1,1,4,2,1,2,3,3,2,1
15,4,3,2,0,0,1,1,1,1,4,5,2,1,1,5,0,0
16,2,2,2,0,0,1,1,1,0,5,4,4,2,4,5,2,0
16,4,4,2,0,0,1,1,1,1,4,4,5,5,5,5,4,0
18,2,1,2,0,0,0,1,1,1,4,3,1,1,1,5,10,1
16,4,4,1,0,1,1,1,1,0,4,5,5,5,5,4,12,0
16,3,3,3,0,0,1,1,1,0,5,3,3,1,1,5,4,0
17,2,1,3,0,0,0,1,1,1,3,2,3,1,2,3,0,1
16,4,4,1,0,0,1,0,1,1,3,3,2,2,1,5,16,0
17,4,2,4,0,0,1,1,1,0,4,2,3,1,1,4,2,1
18,2,1,3,0,0,1,0,1,1,4,4,4,1,1,3,10,1
19,3,2,2,1,1,1,0,1,0,3,3,3,4,3,3,0,1
16,4,4,2,0,0,1,1,1,0,4,2,4,2,4,1,0,0
18,3,3,2,2,0,1,1,1,0,4,4,5,1,3,3,9,0
15,4,4,4,0,0,1,1,1,1,1,3,3,5,5,3,0,0
16,2,1,2,0,0,0,1,1,0,5,2,1,1,1,2,0,0
19,1,1,2,1,0,1,0,1,1,4,3,3,1,1,3,4,1
18,2,2,2,0,0,1,0,1,0,4,1,4,1,3,4,10,1
17,3,3,1,0,0,1,0,1,0,4,4,3,1,1,4,0,1
17,3,1,3,0,0,1,0,0,0,4,2,3,2,2,3,5,1
17,4,3,2,0,0,0,0,1,1,3,4,5,2,4,1,16,1
16,3,2,1,0,0,1,0,1,0,5,4,3,1,1,5,4,0
19,2,3,1,1,0,0,0,1,0,2,2,3,3,4,5,16,1
15,4,3,1,0,0,0,1,1,0,4,5,5,1,3,1,6,1
16,3,3,2,0,0,1,0,1,0,2,3,5,1,4,3,6,1
17,1,1,1,0,0,1,1,0,0,4,3,2,1,2,5,9,1
17,3,2,2,0,0,0,1,1,0,5,3,4,1,3,3,2,1
16,2,2,2,0,0,0,1,1,0,4,4,2,1,1,3,6,0
16,4,3,1,0,0,0,1,1,0,4,2,5,1,5,5,8,0
16,3,4,2,0,0,1,0,0,0,4,2,1,1,1,2,2,1
16,0,2,1,0,0,0,0,1,0,4,3,2,2,4,5,0,0
18,1,1,1,1,0,0,0,1,1,3,2,3,1,1,2,4,1
18,4,4,2,0,0,1,0,1,1,4,2,4,1,1,4,0,1
17,2,2,2,0,0,1,0,0,1,4,2,2,1,1,3,4,1
16,3,2,3,0,0,0,1,1,1,5,3,3,1,3,2,0,0
16,4,1,1,0,0,0,0,1,0,4,1,2,2,1,2,0,0
15,4,4,2,0,0,1,0,1,0,3,3,3,1,2,2,2,1
17,4,4,1,1,0,1,0,1,0,4,2,4,2,3,2,30,1
17,2,2,1,0,0,1,0,1,1,3,4,4,1,3,5,2,1
16,1,1,1,0,1,1,1,1,1,5,5,5,5,5,5,0,1
18,2,4,2,1,0,1,0,1,0,4,3,3,1,1,3,18,1
17,4,3,2,0,0,1,1,1,1,5,2,3,1,1,2,4,0
18,4,4,1,0,0,1,1,1,0,5,4,5,1,1,5,3,0
22,3,1,1,3,0,0,0,1,1,5,4,5,5,5,1,12,0
18,4,4,4,0,0,1,1,1,1,5,5,5,5,5,5,2,0
17,1,3,2,1,0,1,1,1,0,5,2,4,1,4,5,14,0
17,3,3,2,0,0,1,1,1,1,4,3,4,2,3,4,6,0
17,1,1,2,0,0,0,0,1,1,5,1,3,3,3,1,0,0
15,1,2,2,0,0,1,0,1,0,4,3,2,1,1,5,6,1
18,1,1,3,0,0,1,0,0,0,4,4,3,2,3,3,4,1
16,4,3,1,0,0,0,1,1,0,3,1,3,1,3,5,6,0
16,1,1,2,2,0,0,0,0,1,4,4,4,1,3,5,0,0
16,1,1,2,0,0,1,0,0,0,5,1,3,1,1,3,0,1
17,3,3,1,0,0,1,1,1,0,4,1,4,5,5,3,8,0
16,2,1,1,0,0,0,0,1,0,4,3,3,1,1,4,7,0
16,1,2,2,0,1,0,1,1,0,4,4,3,1,1,1,0,1
15,4,4,1,0,0,1,1,1,0,5,3,3,1,1,5,2,0
16,3,1,2,0,0,1,0,1,0,2,3,3,2,2,4,2,1
18,2,1,3,0,0,0,1,1,0,4,2,4,1,3,2,0,0
19,3,3,2,0,0,0,1,0,1,4,5,3,1,2,5,0,0
16,2,2,2,0,0,0,0,1,0,4,3,5,2,4,4,0,0
18,3,2,1,0,0,0,0,1,0,4,4,1,3,4,5,4,0
18,2,2,3,0,0,1,0,1,0,4,3,3,1,2,2,0,1
19,2,3,3,1,0,0,1,1,0,5,4,2,1,2,5,4,1
18,4,4,2,0,0,0,1,1,0,3,2,4,1,4,2,4,0
16,1,1,3,0,1,1,0,0,0,4,4,3,1,1,5,2,1
17,1,2,1,0,0,1,1,1,0,5,5,5,5,5,3,4,0
17,4,4,1,0,0,0,1,1,0,4,4,4,1,1,5,2,1
19,0,1,2,2,0,1,0,0,0,3,4,2,1,1,5,0,1
20,1,1,3,0,0,0,0,1,1,3,2,2,1,3,3,8,1
17,1,1,2,0,0,0,0,1,0,4,4,3,2,4,5,4,0
16,2,2,2,1,1,0,1,1,0,4,3,3,2,2,5,14,1
18,1,1,3,0,0,0,1,1,0,4,5,5,1,2,2,0,1
17,2,3,2,0,0,0,1,1,1,4,2,1,1,1,3,2,1
16,3,2,1,0,0,0,0,1,0,4,5,5,2,3,5,2,0
17,1,2,2,0,0,0,1,1,0,4,4,4,4,5,5,16,0
19,4,3,2,0,0,1,0,1,0,4,3,1,1,1,1,4,0
17,4,2,3,0,0,1,1,1,0,4,3,4,1,3,5,2,1
15,3,3,4,0,1,0,0,0,0,4,3,3,1,1,4,10,1
19,2,3,1,1,0,0,0,1,1,4,4,4,1,1,2,0,1
15,4,3,2,0,0,1,1,1,0,4,3,3,2,3,5,0,0
17,4,2,2,0,0,1,0,1,0,4,3,3,1,2,4,0,1
16,2,3,2,0,0,0,0,0,0,4,5,2,1,2,5,0,1
19,1,1,3,0,0,0,1,0,1,1,5,5,4,3,5,12,1
17,2,2,3,0,0,1,0,1,1,4,2,3,1,1,1,8,1
18,1,2,2,2,0,1,0,0,0,4,3,3,1,1,5,2,1
17,4,4,1,0,1,1,0,0,1,4,2,1,1,1,4,0,1
16,4,4,3,0,0,1,1,1,0,5,3,2,1,1,5,4,1
18,3,2,2,0,0,1,1,1,1,3,1,2,1,2,1,4,1
20,3,2,1,2,0,0,1,0,0,5,5,3,1,1,5,0,0
17,4,4,2,0,0,1,0,1,1,5,3,1,1,4,5,2,1
17,1,0,1,0,0,0,0,0,1,4,1,2,1,1,5,4,0
17,4,4,3,0,0,1,0,1,0,4,4,3,1,2,5,0,0
15,1,2,2,0,0,0,0,1,0,3,2,3,1,2,1,0,1
16,4,2,2,0,0,0,0,1,1,4,2,3,1,1,3,0,1
17,2,1,1,1,0,0,1,1,1,3,3,2,2,2,5,8,0
16,4,3,3,0,1,1,1,1,0,3,4,4,2,4,4,0,1
18,1,1,1,1,0,1,0,1,1,5,3,3,2,3,5,2,0
16,1,3,1,0,0,1,0,1,1,4,3,3,1,3,5,11,1
16,4,3,1,0,0,0,1,1,0,5,4,5,1,1,3,7,0
16,2,2,2,1,0,1,1,0,0,4,4,4,2,3,5,2,1
18,1,4,2,0,1,1,0,0,1,3,4,4,1,2,5,2,1
16,2,2,1,0,0,1,0,0,0,4,3,4,1,2,1,6,1
18,1,1,2,2,0,0,1,0,1,3,4,4,2,2,5,3,1
18,3,1,2,0,0,1,0,1,0,4,3,4,1,1,1,4,1
16,2,2,2,0,1,1,0,1,0,3,3,4,1,1,4,0,1
16,1,1,1,0,0,1,1,1,1,4,4,4,2,2,4,2,1
15,2,2,4,0,0,1,1,1,0,5,5,4,1,2,5,6,0
18,1,1,3,0,0,0,0,1,0,4,3,2,1,2,4,4,1
18,2,2,2,1,0,0,1,0,1,4,3,3,1,1,4,0,1
16,2,3,2,0,0,1,0,1,0,4,5,4,1,2,1,2,1
16,1,2,3,0,1,1,0,1,1,4,3,4,1,1,3,5,1
16,2,3,2,0,0,0,0,1,0,4,3,3,1,1,2,6,1
16,4,3,1,0,1,1,1,1,0,3,3,3,1,1,4,6,0
18,3,2,1,1,0,0,0,1,0,2,3,1,2,2,5,0,0
18,2,1,2,1,0,0,1,1,0,4,4,5,4,4,5,4,0
16,4,4,2,0,0,1,0,1,0,4,5,2,1,2,3,0,1
17,1,2,1,0,0,0,1,1,0,3,5,5,1,3,1,4,1
18,1,1,2,1,0,1,0,1,1,4,3,2,1,1,5,9,1
17,4,1,1,0,0,1,0,0,1,3,2,2,1,1,5,0,1
16,2,2,2,0,0,1,1,1,0,5,3,4,1,1,2,1,1
15,4,4,1,0,0,1,0,1,0,5,4,2,1,1,5,0,0
15,3,4,3,0,0,1,0,1,1,4,2,2,2,2,5,0,1
18,4,4,2,1,1,1,1,1,1,2,4,4,1,1,4,2,1
17,2,3,2,0,0,1,0,1,0,5,3,3,1,3,3,0,0
17,2,1,1,0,0,1,1,0,1,5,5,3,1,1,3,2,1
17,3,1,1,0,0,0,0,1,0,2,4,5,3,4,2,6,0
17,4,4,3,0,0,1,1,1,0,5,4,4,1,3,4,0,1
17,4,4,1,0,0,0,0,1,0,4,1,1,2,2,5,0,0
19,3,3,4,0,0,1,1,1,0,4,3,3,1,2,3,4,1
17,1,1,2,0,1,0,0,0,1,4,3,2,1,1,4,10,1
17,1,1,2,0,0,1,0,1,0,5,3,3,1,1,3,2,1
16,2,2,1,0,0,0,0,0,0,4,2,2,1,2,3,4,0
16,2,2,1,1,0,0,0,0,0,5,3,4,1,1,5,12,1
15,3,3,2,0,0,1,1,1,0,5,3,3,1,1,5,0,0
15,4,2,1,0,0,0,0,1,0,2,2,4,2,4,1,0,0
16,2,2,2,0,0,1,0,1,1,4,1,2,2,2,5,0,0
16,3,1,2,0,1,1,0,0,0,3,3,3,2,3,2,0,1
15,3,4,2,0,1,0,1,1,1,5,3,2,1,1,1,0,1
17,3,2,2,2,1,1,0,1,1,4,4,4,1,4,3,4,0
16,4,4,3,0,0,1,1,1,1,4,4,3,1,1,4,0,0
16,1,3,2,0,0,0,1,1,1,4,3,5,1,1,3,0,1
17,4,3,3,0,0,1,1,1,1,4,4,2,1,1,4,0,1
18,4,2,1,1,0,0,0,0,0,5,4,3,4,3,3,0,0
17,4,4,2,0,0,1,0,1,0,5,2,5,1,1,5,0,1
15,1,2,1,0,0,0,0,0,0,5,1,2,1,1,1,3,1
15,2,2,1,0,1,1,1,0,0,4,3,1,1,1,2,8,1
16,2,1,2,0,0,1,1,1,0,5,3,3,1,1,1,0,1
16,1,1,1,0,0,1,1,0,1,3,3,3,1,2,1,8,1
16,1,1,2,3,1,1,0,0,0,3,4,3,1,1,1,0,1
16,3,3,2,0,1,1,1,0,0,5,3,2,1,1,4,2,1
17,2,2,4,0,0,0,1,1,1,3,4,1,1,1,2,2,1
15,2,2,4,0,1,1,0,1,0,5,1,2,1,1,3,4,1
15,1,3,1,0,0,1,1,1,0,4,2,4,3,5,3,2,0
17,2,4,2,0,0,1,0,1,1,4,3,3,1,1,1,6,1
17,3,2,1,3,0,1,1,0,0,4,5,2,1,1,2,10,0
17,2,2,4,1,0,1,0,0,0,1,3,5,3,5,3,2,0
18,4,4,2,0,0,0,1,1,0,4,3,5,1,2,1,0,1
18,4,3,2,0,0,1,0,1,1,3,1,2,1,3,2,2,1
16,3,3,1,0,0,1,1,1,1,4,3,2,1,1,5,4,1
18,2,2,1,0,0,1,1,1,1,4,3,5,2,4,5,2,1
19,2,1,1,3,0,0,1,1,1,4,4,3,1,3,5,4,0
18,2,1,1,2,0,0,0,1,0,3,2,5,2,5,5,4,0
17,3,3,1,0,0,1,0,1,0,4,4,3,1,3,5,0,0
15,3,4,1,0,0,0,0,1,0,3,4,3,1,2,4,2,0
16,1,1,2,0,0,1,0,1,0,4,3,2,1,3,5,6,1
18,3,4,2,0,0,1,1,1,0,4,2,5,3,4,1,6,0
17,2,2,1,0,0,1,0,1,0,5,1,3,1,2,5,5,1
16,0,2,1,0,0,1,1,0,0,3,2,3,1,2,2,0,1
16,4,2,2,0,0,1,1,1,0,5,3,3,1,1,1,2,1
16,2,2,4,0,0,0,0,1,1,5,2,3,1,3,3,1,1
17,4,4,3,0,0,1,1,1,0,5,3,4,1,1,5,0,1
16,4,4,3,0,0,1,1,1,0,5,3,3,1,3,5,0,0
17,3,3,2,0,0,0,1,1,0,4,3,4,1,4,4,4,0
15,3,2,2,1,0,1,0,1,0,3,3,2,1,1,3,2,1
17,4,4,1,0,0,1,1,1,0,4,2,1,1,2,5,6,0
18,2,1,2,3,0,1,1,1,1,5,4,5,1,3,5,10,1
15,4,4,1,0,0,0,1,1,0,5,5,3,1,1,4,4,0
15,4,4,2,0,0,0,0,1,1,4,4,4,2,3,5,4,1
17,3,3,1,0,0,0,1,1,0,4,3,5,3,5,5,0,0
17,1,1,3,0,0,0,1,1,0,4,3,3,1,3,5,4,1
17,1,1,2,0,0,1,0,0,0,4,3,4,1,2,5,4,1
18,3,3,2,0,0,1,0,0,1,5,3,4,1,1,5,0,1
18,2,1,2,0,0,1,0,1,1,4,3,5,1,2,3,12,1
17,4,4,3,0,0,1,0,1,0,4,4,2,1,2,4,2,0
17,4,3,2,0,0,0,0,1,0,5,5,4,1,1,1,0,1
16,4,3,2,0,0,1,1,1,0,4,3,5,1,5,2,2,1
16,2,2,2,0,0,1,0,1,0,4,3,3,2,3,4,0,1
17,1,1,2,0,0,0,1,0,1,5,3,5,1,5,5,0,0
16,2,2,3,0,0,0,0,0,0,5,1,3,2,2,3,0,0
16,3,1,4,0,1,1,0,1,0,4,3,3,1,2,5,0,1
18,4,4,2,0,0,1,0,1,1,3,2,2,4,2,5,0,1
17,2,3,2,0,0,0,1,1,0,4,4,3,1,1,3,4,0
16,3,1,1,0,0,0,1,1,0,3,1,3,1,3,1,0,1
18,4,4,2,0,0,1,1,1,0,4,3,3,2,2,2,0,0
15,1,1,2,0,1,1,0,1,1,3,3,4,2,4,5,2,1
18,4,4,1,0,0,1,1,1,1,2,5,5,1,1,1,5,0
16,4,4,2,0,0,1,0,1,1,4,3,4,1,2,3,4,1
17,4,3,2,0,0,0,1,1,0,4,4,4,4,4,4,0,0
17,1,2,1,0,0,0,0,1,0,5,5,1,1,1,3,0,1
16,2,1,2,0,0,0,1,1,1,5,3,4,1,1,2,2,1
18,2,2,1,1,0,0,0,1,1,5,5,5,1,1,3,0,1
18,4,4,3,0,0,0,0,1,0,5,4,4,1,1,1,0,1
17,4,3,3,0,0,1,1,1,1,4,4,3,1,3,4,0,1
15,1,1,2,0,0,1,0,1,0,4,4,2,1,2,5,0,1
16,1,2,3,1,0,1,0,0,0,1,3,2,1,2,4,0,1
16,1,2,3,1,0,1,0,0,0,1,3,2,1,2,4,3,1
18,1,1,2,0,0,1,0,0,0,4,4,3,1,1,3,2,1
17,1,1,3,0,0,1,0,0,1,4,3,3,1,1,3,0,1
18,1,1,4,0,0,1,1,0,0,5,2,2,1,1,3,2,1
15,1,1,1,0,0,1,1,1,1,4,3,3,1,2,4,6,1
18,4,3,3,0,0,0,0,1,1,5,3,2,1,2,4,4,0
17,4,4,1,0,0,0,0,1,0,5,2,3,1,2,5,4,0
16,3,3,2,0,0,0,1,1,1,4,2,3,1,2,3,0,0
17,0,0,1,0,0,1,0,1,0,4,4,3,1,1,5,0,1
15,1,1,2,0,1,0,0,1,0,4,3,2,2,3,3,6,1
