actual_outcome,actual_treatment,propensity_score,mu0_control,mu1_treated,cate_doubly_robust,cate_regression,counterfactual_outcome,treatment_benefit
0.41,0,0.03,0.4554999999999994,0.4411,0.03250721649484534,-0.014399999999999413,0.4411,0.031100000000000017
0.06,1,0.94,0.052999999999999964,0.06999999999999991,0.006361702127659616,0.016999999999999946,0.052999999999999964,0.007000000000000034
0.11,0,0.02,0.11159999999999994,0.11229999999999993,0.0023326530612244184,0.0006999999999999923,0.11229999999999993,0.002299999999999927
0.17,1,0.96,0.19849999999999995,0.16119999999999993,-0.02813333333333326,-0.03730000000000003,0.19849999999999995,-0.028499999999999942
0.04,0,0.02,0.0627,0.1078,0.06826326530612245,0.0451,0.1078,0.0678
0.11,1,0.99,0.09629999999999996,0.0928,0.013873737373737413,-0.0034999999999999615,0.09629999999999996,0.013700000000000045
0.37,0,0.11,0.3381,0.21289999999999995,-0.16104269662921353,-0.12520000000000006,0.21289999999999995,-0.15710000000000005
0.0,0,0.01,0.018900000000000007,0.04309999999999995,0.04329090909090905,0.024199999999999944,0.04309999999999995,0.04309999999999995
0.54,0,0.01,0.5119999999999996,0.7173999999999995,0.17711717171717112,0.20539999999999992,0.7173999999999995,0.17739999999999945
0.23,1,0.98,0.3816999999999998,0.22430000000000017,-0.15158367346938756,-0.15739999999999965,0.3816999999999998,-0.1516999999999998
0.33,0,0.05,0.4061999999999996,0.5825999999999999,0.25661052631578934,0.17640000000000028,0.5825999999999999,0.2525999999999999
0.77,1,0.87,0.7663000000000001,0.8019999999999997,-0.0010816091954023443,0.03569999999999962,0.7663000000000001,0.0036999999999999256
0.53,0,0.01,0.4363000000000003,0.22220000000000004,-0.3087464646464646,-0.21410000000000026,0.22220000000000004,-0.30779999999999996
0.24,1,0.98,0.28850000000000003,0.2517999999999996,-0.048740816326530656,-0.036700000000000454,0.28850000000000003,-0.04850000000000004
0.16,1,0.92,0.1101,0.1642000000000001,0.04953478260869565,0.05410000000000009,0.1101,0.0499
0.18,0,0.11,0.27859999999999985,0.36060000000000003,0.1927865168539326,0.08200000000000018,0.36060000000000003,0.18060000000000004
0.16,1,0.97,0.2308000000000001,0.18940000000000012,-0.07170927835051555,-0.041399999999999965,0.2308000000000001,-0.07080000000000009
0.06,1,0.86,0.18789999999999996,0.0922,-0.13314186046511622,-0.09569999999999995,0.18789999999999996,-0.12789999999999996
0.1,1,0.99,0.3615999999999998,0.11259999999999987,-0.26172727272727253,-0.24899999999999994,0.3615999999999998,-0.26159999999999983
0.16,0,0.03,0.15130000000000007,0.09479999999999997,-0.06546907216494849,-0.056500000000000106,0.09479999999999997,-0.06520000000000004
0.13,0,0.01,0.2169000000000001,0.37849999999999995,0.24937777777777773,0.16159999999999985,0.37849999999999995,0.24849999999999994
0.23,1,0.99,0.2729,0.23000000000000015,-0.042899999999999966,-0.04289999999999983,0.2729,-0.042899999999999966
0.16,0,0.01,0.3337999999999999,0.5859999999999999,0.42775555555555544,0.2522,0.5859999999999999,0.4259999999999998
0.7,1,0.94,0.4030000000000002,0.5694000000000004,0.30533617021276577,0.16640000000000016,0.4030000000000002,0.29699999999999976
0.16,0,0.01,0.14060000000000006,0.1325,-0.027695959595959607,-0.008100000000000052,0.1325,-0.027499999999999997
0.37,0,0.05,0.3896999999999998,0.4429000000000001,0.0739368421052633,0.0532000000000003,0.4429000000000001,0.07290000000000013
0.09,1,0.92,0.0868,0.09569999999999991,0.0027043478260869586,0.008899999999999908,0.0868,0.0031999999999999945
0.88,1,0.91,0.8314,0.8440000000000001,0.052160439560439475,0.012600000000000056,0.8314,0.04859999999999998
0.43,1,0.92,0.3962000000000001,0.3915999999999999,0.03713913043478251,-0.004600000000000215,0.3962000000000001,0.033799999999999886
0.19,0,0.02,0.16679999999999995,0.15030000000000002,-0.040173469387755095,-0.01649999999999993,0.15030000000000002,-0.039699999999999985
0.07,0,0.01,0.06450000000000003,0.08409999999999997,0.014044444444444401,0.019599999999999937,0.08409999999999997,0.01409999999999996
0.09,1,0.94,0.1702,0.09829999999999994,-0.08072978723404255,-0.07190000000000005,0.1702,-0.0802
0.04,0,0.01,0.06410000000000002,0.10220000000000003,0.06244343434343437,0.03810000000000001,0.10220000000000003,0.062200000000000026
0.17,0,0.04,0.1686000000000001,0.21130000000000002,0.041241666666666676,0.042699999999999905,0.21130000000000002,0.0413
0.03,1,0.93,0.08979999999999999,0.04609999999999997,-0.061011827956989235,-0.043700000000000024,0.08979999999999999,-0.05979999999999999
0.24,0,0.05,0.27799999999999975,0.37009999999999993,0.13209999999999994,0.09210000000000018,0.37009999999999993,0.13009999999999994
0.14,1,0.94,0.19310000000000002,0.12420000000000007,-0.05209148936170213,-0.06889999999999995,0.19310000000000002,-0.05310000000000001
0.02,1,0.99,0.039299999999999974,0.027400000000000008,-0.019374747474747447,-0.011899999999999966,0.039299999999999974,-0.019299999999999973
0.03,1,0.96,0.1291,0.051800000000000006,-0.10000833333333332,-0.07729999999999998,0.1291,-0.0991
0.39,0,0.03,0.3655000000000001,0.39350000000000007,0.0027422680412371725,0.02799999999999997,0.39350000000000007,0.0035000000000000586
0.24,0,0.07,0.28609999999999963,0.2645,0.027969892473118263,-0.02159999999999962,0.2645,0.024500000000000022
0.24,0,0.02,0.22609999999999972,0.21770000000000014,-0.02258367346938761,-0.008399999999999574,0.21770000000000014,-0.022299999999999848
0.19,1,0.98,0.12949999999999992,0.17819999999999997,0.060740816326530694,0.04870000000000005,0.12949999999999992,0.06050000000000008
0.03,1,0.94,0.17600000000000002,0.06539999999999999,-0.14825957446808513,-0.11060000000000003,0.17600000000000002,-0.14600000000000002
0.18,0,0.01,0.21059999999999987,0.17079999999999992,-0.008890909090909171,-0.03979999999999995,0.17079999999999992,-0.00920000000000007
0.05,0,0.02,0.05709999999999993,0.07289999999999999,0.023044897959183665,0.015800000000000064,0.07289999999999999,0.02289999999999999
0.06,0,0.01,0.09439999999999996,0.1485999999999999,0.08894747474747465,0.05419999999999994,0.1485999999999999,0.0885999999999999
0.06,1,0.99,0.07129999999999997,0.0741999999999999,-0.011443434343434318,0.0028999999999999304,0.07129999999999997,-0.011299999999999977
0.1,0,0.03,0.10069999999999985,0.17339999999999997,0.07342164948453604,0.07270000000000013,0.17339999999999997,0.07339999999999997
0.86,0,0.11,0.8484999999999999,0.7601000000000004,-0.10132134831460626,-0.08839999999999948,0.7601000000000004,-0.09989999999999954
0.04,1,0.99,0.1288,0.0672,-0.08907474747474747,-0.0616,0.1288,-0.08879999999999999
0.08,0,0.02,0.07319999999999999,0.08589999999999995,0.005761224489795866,0.012699999999999961,0.08589999999999995,0.005899999999999947
0.16,1,0.99,0.17979999999999996,0.1836000000000001,-0.0200383838383838,0.0038000000000001366,0.17979999999999996,-0.019799999999999957
0.14,0,0.05,0.1347000000000001,0.1715999999999999,0.03132105263157883,0.036899999999999794,0.1715999999999999,0.03159999999999988
0.27,0,0.01,0.3760000000000002,0.37129999999999996,0.102370707070707,-0.0047000000000002595,0.37129999999999996,0.10129999999999995
0.11,1,0.97,0.13179999999999994,0.10759999999999996,-0.021725773195876236,-0.024199999999999985,0.13179999999999994,-0.021799999999999944
0.37,0,0.03,0.32480000000000026,0.2860999999999999,-0.08529793814432995,-0.038700000000000345,0.2860999999999999,-0.08390000000000009
0.12,1,0.99,0.3174999999999999,0.21429999999999996,-0.19845252525252516,-0.10319999999999993,0.3174999999999999,-0.1974999999999999
0.74,1,0.97,0.5048999999999999,0.6508000000000004,0.23785876288659802,0.14590000000000047,0.5048999999999999,0.2351000000000001
1.0,0,0.07,0.9097000000000002,0.7923000000000002,-0.21449677419354818,-0.11739999999999995,0.7923000000000002,-0.20769999999999977
0.1,1,0.98,0.2527,0.15979999999999983,-0.15392040816326527,-0.09290000000000015,0.2527,-0.15269999999999997
0.04,1,0.98,0.042399999999999986,0.042700000000000016,-0.0024551020408163093,0.0003000000000000294,0.042399999999999986,-0.0023999999999999855
0.28,0,0.01,0.31560000000000027,0.3489,0.06925959595959591,0.03329999999999972,0.3489,0.06889999999999996
0.16,0,0.01,0.15720000000000006,0.17689999999999997,0.01687171717171715,0.019699999999999912,0.17689999999999997,0.01689999999999997
0.07,0,0.01,0.07600000000000007,0.12609999999999988,0.05616060606060594,0.05009999999999981,0.12609999999999988,0.05609999999999987
0.03,0,0.04,0.06360000000000005,0.10359999999999994,0.07499999999999996,0.0399999999999999,0.10359999999999994,0.07359999999999994
0.52,1,0.94,0.5221,0.5165000000000004,-0.001876595744680909,-0.005599999999999605,0.5221,-0.0020999999999999908
0.16,1,0.85,0.3145999999999998,0.17660000000000003,-0.1575294117647057,-0.1379999999999998,0.3145999999999998,-0.15459999999999982
0.0,0,0.06,0.0469,0.12499999999999994,0.12799361702127654,0.07809999999999995,0.12499999999999994,0.12499999999999994
0.3,1,0.99,0.2767,0.2991000000000003,0.02330909090909089,0.02240000000000031,0.2767,0.023299999999999987
0.33,0,0.03,0.34459999999999946,0.2833999999999999,-0.0461484536082476,-0.06119999999999959,0.2833999999999999,-0.04660000000000014
0.25,0,0.05,0.2973,0.3696,0.12208947368421053,0.07229999999999998,0.3696,0.11959999999999998
0.53,0,0.01,0.5482000000000005,0.6459999999999999,0.11618383838383828,0.09779999999999944,0.6459999999999999,0.11599999999999988
0.13,1,0.98,0.3248000000000001,0.19949999999999993,-0.19621836734693887,-0.12530000000000016,0.3248000000000001,-0.19480000000000008
0.2,1,0.99,0.3011,0.2068999999999996,-0.10116969696969694,-0.09420000000000037,0.3011,-0.10109999999999997
0.01,0,0.02,0.018000000000000013,0.06709999999999998,0.05726326530612243,0.04909999999999996,0.06709999999999998,0.05709999999999998
0.43,1,0.98,0.3757999999999999,0.39829999999999993,0.05484693877551028,0.02250000000000002,0.3757999999999999,0.05420000000000008
0.12,1,0.95,0.15199999999999994,0.1488999999999998,-0.03352105263157888,-0.0031000000000001304,0.15199999999999994,-0.031999999999999945
0.19,1,0.99,0.18950000000000003,0.20050000000000015,0.00039393939393936317,0.01100000000000012,0.18950000000000003,0.0004999999999999727
0.13,0,0.06,0.18980000000000008,0.26609999999999995,0.1399170212765957,0.07629999999999987,0.26609999999999995,0.13609999999999994
0.02,0,0.01,0.03900000000000001,0.10759999999999996,0.08779191919191914,0.06859999999999995,0.10759999999999996,0.08759999999999996
0.3,0,0.01,0.30480000000000035,0.32549999999999996,0.02554848484848482,0.020699999999999608,0.32549999999999996,0.025499999999999967
0.12,0,0.02,0.1127999999999999,0.11539999999999992,-0.004746938775510287,0.002600000000000019,0.11539999999999992,-0.004600000000000076
0.18,1,0.99,0.2614,0.1894999999999998,-0.08149595959595962,-0.07190000000000021,0.2614,-0.08140000000000003
0.23,0,0.03,0.2306000000000002,0.2813999999999999,0.05141855670103079,0.05079999999999968,0.2813999999999999,0.05139999999999986
0.03,1,0.95,0.062199999999999964,0.04329999999999993,-0.032899999999999964,-0.018900000000000035,0.062199999999999964,-0.032199999999999965
0.18,1,0.85,0.03509999999999998,0.1341999999999998,0.1529823529411765,0.09909999999999981,0.03509999999999998,0.14490000000000003
0.09,1,0.98,0.05489999999999997,0.07139999999999992,0.03547959183673472,0.016499999999999952,0.05489999999999997,0.03510000000000003
0.11,0,0.01,0.09860000000000001,0.12119999999999992,0.011084848484848406,0.022599999999999912,0.12119999999999992,0.011199999999999918
0.34,1,0.87,0.3320999999999998,0.36620000000000025,0.003985057471264597,0.03410000000000046,0.3320999999999998,0.00790000000000024
0.55,0,0.01,0.5790999999999993,0.6069,0.05719393939393935,0.027800000000000713,0.6069,0.05689999999999995
0.69,0,0.03,0.6547999999999995,0.4135000000000001,-0.2775886597938143,-0.2412999999999994,0.4135000000000001,-0.27649999999999986
0.07,1,0.98,0.3556999999999998,0.1290000000000001,-0.28690408163265285,-0.2266999999999997,0.3556999999999998,-0.2856999999999998
0.5,1,0.99,0.4515000000000001,0.4776999999999999,0.048725252525252394,0.02619999999999978,0.4515000000000001,0.04849999999999988
0.35,0,0.2,0.3660000000000003,0.31770000000000004,-0.028299999999999825,-0.04830000000000029,0.31770000000000004,-0.03229999999999994
0.35,0,0.05,0.41910000000000047,0.7322,0.38583684210526314,0.3130999999999995,0.7322,0.3822
0.26,1,0.99,0.32199999999999995,0.2918000000000005,-0.062321212121212055,-0.03019999999999945,0.32199999999999995,-0.061999999999999944
0.1,1,0.99,0.2706,0.1305999999999998,-0.1709090909090909,-0.1400000000000002,0.2706,-0.1706
0.18,1,0.99,0.3355999999999999,0.21709999999999988,-0.15597474747474738,-0.11850000000000002,0.3355999999999999,-0.1555999999999999
0.65,1,0.99,0.4654999999999998,0.5841999999999993,0.1851646464646467,0.11869999999999947,0.4654999999999998,0.18450000000000022
0.09,0,0.01,0.11999999999999993,0.19220000000000004,0.10250303030303035,0.07220000000000011,0.19220000000000004,0.10220000000000004
0.03,0,0.01,0.22300000000000014,0.5352999999999997,0.5072494949494946,0.3122999999999995,0.5352999999999997,0.5052999999999996
0.24,0,0.01,0.20349999999999988,0.15579999999999994,-0.08456868686868693,-0.04769999999999994,0.15579999999999994,-0.08420000000000005
0.11,1,0.95,0.23600000000000004,0.16039999999999988,-0.1286526315789474,-0.07560000000000017,0.23600000000000004,-0.12600000000000006
0.48,0,0.01,0.4146999999999997,0.30049999999999993,-0.18015959595959602,-0.11419999999999975,0.30049999999999993,-0.17950000000000005
0.61,1,0.97,0.4519999999999999,0.5584999999999998,0.15959278350515477,0.10649999999999987,0.4519999999999999,0.15800000000000008
0.19,1,0.91,0.36290000000000006,0.2990000000000003,-0.18368021978021987,-0.06389999999999973,0.36290000000000006,-0.17290000000000005
0.13,1,0.99,0.19069999999999998,0.15190000000000017,-0.0609212121212121,-0.03879999999999981,0.19069999999999998,-0.060699999999999976
0.05,0,0.07,0.06019999999999995,0.08059999999999995,0.03136774193548381,0.0204,0.08059999999999995,0.030599999999999947
0.3,0,0.01,0.2664000000000003,0.16769999999999996,-0.13263939393939395,-0.09870000000000034,0.16769999999999996,-0.13230000000000003
0.24,0,0.01,0.3948,0.48039999999999977,0.24196363636363616,0.08559999999999979,0.48039999999999977,0.24039999999999978
0.21,0,0.01,0.23530000000000034,0.2558000000000001,0.046055555555555655,0.02049999999999974,0.2558000000000001,0.04580000000000009
0.01,1,0.99,0.10329999999999989,0.02459999999999999,-0.09344747474747464,-0.07869999999999991,0.10329999999999989,-0.0932999999999999
0.38,0,0.07,0.46710000000000057,0.6095999999999999,0.23615591397849456,0.14249999999999935,0.6095999999999999,0.22959999999999992
0.07,1,0.94,0.09570000000000001,0.08310000000000008,-0.02653617021276597,-0.01259999999999993,0.09570000000000001,-0.0257
0.09,0,0.01,0.1272999999999999,0.18700000000000003,0.0973767676767677,0.059700000000000114,0.18700000000000003,0.09700000000000003
0.59,0,0.06,0.5166000000000007,0.4950999999999998,-0.09958510638297885,-0.021500000000000907,0.4950999999999998,-0.09490000000000015
0.42,1,0.89,0.49990000000000007,0.4812000000000006,-0.08746404494382037,-0.01869999999999944,0.49990000000000007,-0.07990000000000008
0.4,1,0.98,0.20699999999999996,0.3472999999999995,0.1940755102040817,0.14029999999999954,0.20699999999999996,0.19300000000000006
0.45,0,0.01,0.5045000000000004,0.46799999999999997,0.01855050505050504,-0.03650000000000042,0.46799999999999997,0.01799999999999996
0.09,1,0.99,0.1393,0.11189999999999996,-0.04952121212121213,-0.02740000000000005,0.1393,-0.04930000000000001
0.11,1,0.97,0.14920000000000003,0.12360000000000002,-0.03962061855670106,-0.02560000000000001,0.14920000000000003,-0.039200000000000026
0.14,0,0.07,0.1353000000000001,0.21559999999999999,0.07524623655913976,0.0802999999999999,0.21559999999999999,0.07559999999999997
0.05,1,0.99,0.04609999999999995,0.04159999999999994,0.003984848484848542,-0.004500000000000004,0.04609999999999995,0.003900000000000056
0.06,1,0.99,0.10999999999999995,0.06339999999999993,-0.05003434343434338,-0.046600000000000016,0.10999999999999995,-0.04999999999999995
0.01,1,0.99,0.05569999999999998,0.023199999999999988,-0.04583333333333331,-0.03249999999999999,0.05569999999999998,-0.04569999999999998
0.01,1,0.98,0.05019999999999994,0.020700000000000003,-0.04041836734693871,-0.029499999999999936,0.05019999999999994,-0.04019999999999994
0.16,1,0.99,0.27370000000000005,0.19810000000000003,-0.11408484848484854,-0.07560000000000003,0.27370000000000005,-0.11370000000000005
0.22,1,0.99,0.2058,0.22829999999999992,0.01411616161616161,0.02249999999999991,0.2058,0.01419999999999999
0.13,0,0.04,0.1242000000000001,0.1032,-0.027041666666666672,-0.021000000000000102,0.1032,-0.026800000000000004
0.18,0,0.01,0.16449999999999984,0.1989,0.01874343434343434,0.03440000000000015,0.1989,0.0189
0.02,1,0.97,0.13009999999999994,0.07089999999999994,-0.11167422680412364,-0.0592,0.13009999999999994,-0.11009999999999993
0.08,1,0.95,0.04049999999999998,0.061700000000000005,0.04046315789473687,0.021200000000000024,0.04049999999999998,0.03950000000000002
0.39,1,0.92,0.3921,0.3986000000000003,-0.002847826086956551,0.006500000000000283,0.3921,-0.0020999999999999908
0.63,1,0.97,0.40479999999999966,0.6493000000000008,0.2246030927835055,0.2445000000000011,0.40479999999999966,0.22520000000000034
0.09,1,0.94,0.061599999999999974,0.07459999999999992,0.029382978723404285,0.012999999999999942,0.061599999999999974,0.028400000000000022
0.09,1,0.99,0.08239999999999992,0.08799999999999994,0.0076202020202020965,0.005600000000000022,0.08239999999999992,0.007600000000000079
0.15,0,0.01,0.19549999999999998,0.28250000000000003,0.132959595959596,0.08700000000000005,0.28250000000000003,0.13250000000000003
0.52,0,0.01,0.45440000000000036,0.49290000000000006,-0.02776262626262621,0.0384999999999997,0.49290000000000006,-0.027099999999999957
0.01,1,0.98,0.3080000000000001,0.05659999999999993,-0.29895102040816335,-0.2514000000000002,0.3080000000000001,-0.2980000000000001
0.14,1,0.99,0.3229999999999999,0.1669000000000002,-0.18327171717171706,-0.1560999999999997,0.3229999999999999,-0.18299999999999988
0.34,0,0.01,0.3659000000000001,0.5449999999999999,0.2052616161616161,0.17909999999999981,0.5449999999999999,0.2049999999999999
0.15,0,0.06,0.13880000000000015,0.09879999999999999,-0.05191489361702127,-0.04000000000000016,0.09879999999999999,-0.05120000000000001
0.9,0,0.04,0.7306999999999999,0.5544999999999999,-0.35255416666666684,-0.17620000000000002,0.5544999999999999,-0.34550000000000014
0.33,1,0.99,0.26489999999999997,0.35569999999999946,0.06484040404040409,0.09079999999999949,0.26489999999999997,0.06510000000000005
0.87,1,0.9,0.8167999999999997,0.7784999999999997,0.0633666666666669,-0.0383,0.8167999999999997,0.05320000000000025
0.05,1,0.97,0.11820000000000004,0.06999999999999992,-0.06881855670103096,-0.04820000000000012,0.11820000000000004,-0.06820000000000004
0.45,1,0.99,0.5053000000000001,0.46760000000000057,-0.05547777777777785,-0.03769999999999951,0.5053000000000001,-0.05530000000000007
0.15,1,0.98,0.10299999999999992,0.11540000000000009,0.04770612244897965,0.012400000000000161,0.10299999999999992,0.04700000000000007
0.38,1,0.96,0.44679999999999986,0.4158000000000001,-0.06829166666666653,-0.03099999999999975,0.44679999999999986,-0.06679999999999986
0.1,0,0.02,0.18899999999999995,0.2841,0.18591632653061224,0.09510000000000007,0.2841,0.1841
0.22,1,0.99,0.17099999999999999,0.1979,0.049223232323232335,0.026900000000000007,0.17099999999999999,0.049000000000000016
0.69,1,0.99,0.36810000000000004,0.6366999999999995,0.3224383838383838,0.26859999999999945,0.36810000000000004,0.3218999999999999
0.13,0,0.01,0.30019999999999986,0.40800000000000003,0.2797191919191919,0.10780000000000017,0.40800000000000003,0.278
0.01,0,0.02,0.03579999999999992,0.13429999999999995,0.12482653061224484,0.09850000000000003,0.13429999999999995,0.12429999999999995
0.23,0,0.02,0.26530000000000015,0.2687,0.03942040816326531,0.0033999999999998476,0.2687,0.038699999999999984
0.56,1,0.88,0.38900000000000007,0.4769000000000002,0.18233181818181815,0.08790000000000014,0.38900000000000007,0.17099999999999999
0.47,1,0.94,0.6083000000000001,0.5355999999999995,-0.14248723404255326,-0.07270000000000054,0.6083000000000001,-0.1383000000000001
0.16,1,0.99,0.3433,0.17990000000000006,-0.18350101010101008,-0.16339999999999993,0.3433,-0.1833
0.3,0,0.01,0.3218000000000003,0.34929999999999994,0.049520202020201964,0.027499999999999636,0.34929999999999994,0.049299999999999955
0.12,1,0.93,0.10729999999999996,0.11969999999999986,0.012722580645161324,0.012399999999999897,0.10729999999999996,0.01270000000000003
0.09,1,0.97,0.10530000000000005,0.10009999999999994,-0.01561237113402067,-0.005200000000000107,0.10530000000000005,-0.01530000000000005
0.32,1,0.78,0.4573,0.36320000000000013,-0.14948461538461538,-0.09409999999999985,0.4573,-0.13729999999999998
0.09,1,0.99,0.24830000000000016,0.14029999999999995,-0.15880808080808095,-0.10800000000000021,0.24830000000000016,-0.15830000000000016
0.08,0,0.03,0.07600000000000003,0.0761,-0.004023711340206182,9.999999999997511e-05,0.0761,-0.0039000000000000007
0.02,1,0.99,0.07389999999999997,0.034600000000000006,-0.05404747474747471,-0.03929999999999996,0.07389999999999997,-0.05389999999999996
0.74,0,0.02,0.6518000000000006,0.4067000000000002,-0.33509999999999984,-0.24510000000000043,0.4067000000000002,-0.3332999999999998
0.2,0,0.01,0.23389999999999966,0.3733000000000001,0.17364242424242432,0.1394000000000004,0.3733000000000001,0.17330000000000007
0.18,0,0.01,0.18429999999999994,0.20949999999999996,0.029543434343434316,0.025200000000000028,0.20949999999999996,0.02949999999999997
0.29,1,0.95,0.44110000000000016,0.3940999999999997,-0.1565789473684212,-0.047000000000000486,0.44110000000000016,-0.15110000000000018
0.02,1,0.99,0.04119999999999997,0.026800000000000015,-0.02126868686868684,-0.014399999999999958,0.04119999999999997,-0.021199999999999972
0.03,1,0.82,0.06039999999999998,0.043599999999999965,-0.03338536585365851,-0.016800000000000016,0.06039999999999998,-0.030399999999999983
0.63,0,0.02,0.5789000000000006,0.5074999999999998,-0.12354285714285729,-0.0714000000000008,0.5074999999999998,-0.12250000000000016
0.1,1,0.93,0.1543,0.10669999999999988,-0.05480430107526879,-0.047600000000000114,0.1543,-0.05429999999999999
0.06,0,0.05,0.07569999999999986,0.0831,0.02392631578947367,0.007400000000000129,0.0831,0.023099999999999996
0.04,1,0.98,0.14849999999999988,0.056299999999999996,-0.10883265306122437,-0.0921999999999999,0.14849999999999988,-0.10849999999999987
0.13,1,0.98,0.2491,0.13780000000000017,-0.11925918367346938,-0.11129999999999982,0.2491,-0.11909999999999998
0.02,0,0.01,0.04479999999999995,0.103,0.08325050505050505,0.05820000000000004,0.103,0.08299999999999999
0.1,1,0.99,0.08429999999999994,0.08859999999999989,0.015815151515151574,0.004299999999999943,0.08429999999999994,0.01570000000000006
0.36,1,0.99,0.291,0.39019999999999966,0.06869494949494953,0.09919999999999968,0.291,0.069
0.38,0,0.01,0.353,0.2526,-0.12767272727272727,-0.10039999999999999,0.2526,-0.1274
0.21,0,0.01,0.32940000000000047,0.4472000000000002,0.23840606060606084,0.11779999999999974,0.4472000000000002,0.23720000000000022
0.02,1,0.98,0.14119999999999996,0.04719999999999997,-0.1217551020408163,-0.094,0.14119999999999996,-0.12119999999999996
1.0,1,0.99,0.7788000000000004,0.9534000000000001,0.22167070707070669,0.17459999999999976,0.7788000000000004,0.22119999999999962
0.74,0,0.02,0.6045000000000005,0.5311999999999998,-0.21156530612244917,-0.0733000000000007,0.5311999999999998,-0.2088000000000002
0.51,1,0.98,0.5442,0.4463,-0.03290000000000004,-0.09790000000000004,0.5442,-0.03420000000000001
0.06,1,0.99,0.28119999999999995,0.08859999999999996,-0.22148888888888885,-0.1926,0.28119999999999995,-0.22119999999999995
0.11,1,0.93,0.35369999999999996,0.18999999999999978,-0.24972150537634402,-0.16370000000000018,0.35369999999999996,-0.24369999999999997
0.21,0,0.09,0.3576000000000005,0.38109999999999994,0.1856978021978022,0.023499999999999466,0.38109999999999994,0.17109999999999995
0.16,0,0.01,0.18440000000000004,0.17570000000000005,0.01594646464646468,-0.008699999999999986,0.17570000000000005,0.015700000000000047
0.18,0,0.08,0.25169999999999976,0.40299999999999975,0.2292347826086954,0.1513,0.40299999999999975,0.22299999999999975
0.06,1,0.97,0.054199999999999936,0.05889999999999992,0.005834020618556764,0.004699999999999982,0.054199999999999936,0.005800000000000062
0.12,0,0.13,0.10279999999999986,0.06959999999999997,-0.05297011494252879,-0.033199999999999896,0.06959999999999997,-0.05040000000000003
0.39,1,0.96,0.24650000000000008,0.3476000000000002,0.14526666666666657,0.1011000000000001,0.24650000000000008,0.14349999999999993
0.27,0,0.01,0.2741999999999998,0.2749999999999999,0.005042424242424126,0.0008000000000001339,0.2749999999999999,0.004999999999999893
0.06,0,0.02,0.08219999999999988,0.09249999999999999,0.03295306122448978,0.0103000000000001,0.09249999999999999,0.03249999999999999
0.09,0,0.01,0.08129999999999994,0.0928,0.0027121212121212074,0.011500000000000052,0.0928,0.002799999999999997
